Task/Step,Start Date,End Date,Status,Duration,Average Time
Reconciliation for IBM PVU,3/28/2019 4:12:05 pm,3/28/2019 4:12:06 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 3:42:02 pm,3/28/2019 3:42:03 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 3:11:59 pm,3/28/2019 3:12:00 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 2:42:02 pm,3/28/2019 2:42:03 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 2:11:59 pm,3/28/2019 2:12:00 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 1:41:56 pm,3/28/2019 1:41:57 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 1:11:58 pm,3/28/2019 1:11:59 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 12:41:55 pm,3/28/2019 12:41:57 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/28/2019 12:11:52 pm,3/28/2019 12:11:54 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/28/2019 11:41:55 am,3/28/2019 11:41:56 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 11:11:52 am,3/28/2019 11:11:53 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 10:41:49 am,3/28/2019 10:41:50 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 10:11:51 am,3/28/2019 10:11:53 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/28/2019 9:41:49 am,3/28/2019 9:41:50 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 9:11:46 am,3/28/2019 9:11:47 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 8:41:48 am,3/28/2019 8:41:50 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/28/2019 8:11:45 am,3/28/2019 8:11:48 am,Completed,0:00:03,
Reconciliation for IBM PVU,3/28/2019 7:41:45 am,3/28/2019 7:41:52 am,Completed,0:00:07,
Reconciliation for IBM PVU,3/28/2019 7:11:40 am,3/28/2019 7:11:42 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/28/2019 6:41:32 am,3/28/2019 6:41:34 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/28/2019 6:11:25 am,3/28/2019 6:11:27 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/28/2019 5:42:45 am,3/28/2019 5:42:59 am,Completed,0:00:14,
Reconciliation for IBM PVU,3/28/2019 5:11:06 am,3/28/2019 5:11:13 am,Completed,0:00:07,
Reconciliation for IBM PVU,3/28/2019 4:40:42 am,3/28/2019 4:40:43 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 4:11:04 am,3/28/2019 4:11:24 am,Completed,0:00:20,
Reconciliation for IBM PVU,3/28/2019 3:40:27 am,3/28/2019 3:40:28 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 3:10:25 am,3/28/2019 3:10:26 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 2:40:22 am,3/28/2019 2:40:23 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 2:10:24 am,3/28/2019 2:10:26 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/28/2019 1:40:21 am,3/28/2019 1:40:22 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 1:10:18 am,3/28/2019 1:10:19 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 12:40:44 am,3/28/2019 12:41:20 am,Completed,0:00:36,
Reconciliation for IBM PVU,3/28/2019 12:10:03 am,3/28/2019 12:10:04 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 11:40:00 pm,3/27/2019 11:40:01 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 11:10:02 pm,3/27/2019 11:10:03 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 10:39:59 pm,3/27/2019 10:40:00 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 10:10:02 pm,3/27/2019 10:10:03 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 9:39:58 pm,3/27/2019 9:40:00 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/27/2019 9:09:55 pm,3/27/2019 9:09:57 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/27/2019 8:39:58 pm,3/27/2019 8:39:59 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 8:09:55 pm,3/27/2019 8:09:56 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 7:39:52 pm,3/27/2019 7:39:53 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 7:09:55 pm,3/27/2019 7:09:56 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 6:39:52 pm,3/27/2019 6:39:53 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 6:09:54 pm,3/27/2019 6:09:55 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 5:39:54 pm,3/27/2019 5:39:55 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 5:09:49 pm,3/27/2019 5:09:50 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 4:39:51 pm,3/27/2019 4:39:52 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 4:09:48 pm,3/27/2019 4:09:49 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 3:39:45 pm,3/27/2019 3:39:46 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 3:09:47 pm,3/27/2019 3:09:49 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/27/2019 2:39:45 pm,3/27/2019 2:39:46 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 2:09:42 pm,3/27/2019 2:09:43 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 1:39:44 pm,3/27/2019 1:39:45 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 1:09:42 pm,3/27/2019 1:09:43 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 12:39:44 pm,3/27/2019 12:39:45 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 12:09:41 pm,3/27/2019 12:09:42 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 11:39:38 am,3/27/2019 11:39:40 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/27/2019 11:09:41 am,3/27/2019 11:09:42 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 10:39:38 am,3/27/2019 10:39:39 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 10:09:35 am,3/27/2019 10:09:36 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 9:39:37 am,3/27/2019 9:39:38 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 9:09:34 am,3/27/2019 9:09:36 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/27/2019 8:39:36 am,3/27/2019 8:39:38 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/27/2019 8:09:34 am,3/27/2019 8:09:35 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 7:39:31 am,3/27/2019 7:39:32 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 7:09:33 am,3/27/2019 7:09:34 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 6:39:30 am,3/27/2019 6:39:31 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 6:09:28 am,3/27/2019 6:09:29 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 5:39:30 am,3/27/2019 5:39:31 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 5:09:27 am,3/27/2019 5:09:28 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 4:39:25 am,3/27/2019 4:39:26 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 4:09:26 am,3/27/2019 4:09:28 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/27/2019 3:39:24 am,3/27/2019 3:39:25 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 3:09:26 am,3/27/2019 3:09:27 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 2:39:23 am,3/27/2019 2:39:24 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 2:09:21 am,3/27/2019 2:09:22 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 1:39:23 am,3/27/2019 1:39:24 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/27/2019 1:09:20 am,3/27/2019 1:09:22 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/27/2019 12:39:43 am,3/27/2019 12:40:42 am,Completed,0:00:59,
Reconciliation for IBM PVU,3/27/2019 12:09:04 am,3/27/2019 12:09:05 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 11:39:01 pm,3/26/2019 11:39:02 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 11:09:04 pm,3/26/2019 11:09:05 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 10:39:01 pm,3/26/2019 10:39:02 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 10:09:03 pm,3/26/2019 10:09:04 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 9:39:00 pm,3/26/2019 9:39:02 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/26/2019 9:08:58 pm,3/26/2019 9:08:59 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 8:39:01 pm,3/26/2019 8:39:05 pm,Completed,0:00:04,
Reconciliation for IBM PVU,3/26/2019 8:08:58 pm,3/26/2019 8:09:00 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/26/2019 7:38:54 pm,3/26/2019 7:38:55 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 7:08:56 pm,3/26/2019 7:08:57 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 6:38:53 pm,3/26/2019 6:38:54 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 6:08:51 pm,3/26/2019 6:08:52 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 5:38:53 pm,3/26/2019 5:38:54 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 5:08:50 pm,3/26/2019 5:08:51 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 4:38:48 pm,3/26/2019 4:38:49 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 4:08:50 pm,3/26/2019 4:08:51 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 3:38:47 pm,3/26/2019 3:38:48 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 3:08:49 pm,3/26/2019 3:08:50 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 2:38:46 pm,3/26/2019 2:38:47 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 2:08:43 pm,3/26/2019 2:08:44 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 1:38:46 pm,3/26/2019 1:38:47 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 1:08:43 pm,3/26/2019 1:08:44 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 12:38:45 pm,3/26/2019 12:38:46 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 12:08:42 pm,3/26/2019 12:08:43 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 11:38:39 am,3/26/2019 11:38:40 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 11:08:41 am,3/26/2019 11:08:42 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 10:38:41 am,3/26/2019 10:38:42 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 10:08:41 am,3/26/2019 10:08:42 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 9:38:38 am,3/26/2019 9:38:39 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 9:08:35 am,3/26/2019 9:08:36 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 8:38:37 am,3/26/2019 8:38:38 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 8:08:34 am,3/26/2019 8:08:35 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 7:38:36 am,3/26/2019 7:38:38 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/26/2019 7:08:34 am,3/26/2019 7:08:35 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 6:38:31 am,3/26/2019 6:38:32 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 6:08:33 am,3/26/2019 6:08:34 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 5:38:30 am,3/26/2019 5:38:31 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 5:08:32 am,3/26/2019 5:08:33 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 4:38:29 am,3/26/2019 4:38:30 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 4:08:31 am,3/26/2019 4:08:32 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 3:38:29 am,3/26/2019 3:38:30 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 3:08:26 am,3/26/2019 3:08:27 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 2:38:28 am,3/26/2019 2:38:29 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 2:08:25 am,3/26/2019 2:08:26 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 1:38:22 am,3/26/2019 1:38:24 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/26/2019 1:08:25 am,3/26/2019 1:08:26 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/26/2019 12:38:43 am,3/26/2019 12:39:48 am,Completed,0:01:05,
Reconciliation for IBM PVU,3/26/2019 12:08:04 am,3/26/2019 12:08:05 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 11:38:06 pm,3/25/2019 11:38:07 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 11:08:04 pm,3/25/2019 11:08:05 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 10:38:06 pm,3/25/2019 10:38:07 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 10:08:03 pm,3/25/2019 10:08:04 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 9:38:00 pm,3/25/2019 9:38:01 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 9:08:02 pm,3/25/2019 9:08:04 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/25/2019 8:37:59 pm,3/25/2019 8:38:01 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/25/2019 8:08:01 pm,3/25/2019 8:08:02 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 7:37:59 pm,3/25/2019 7:38:00 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 7:07:56 pm,3/25/2019 7:07:57 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 6:37:58 pm,3/25/2019 6:37:59 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 6:07:56 pm,3/25/2019 6:07:57 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 5:37:53 pm,3/25/2019 5:37:55 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/25/2019 5:07:56 pm,3/25/2019 5:07:57 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 4:37:53 pm,3/25/2019 4:37:54 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 4:07:50 pm,3/25/2019 4:07:51 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 3:37:52 pm,3/25/2019 3:37:53 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 3:07:50 pm,3/25/2019 3:07:51 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 2:37:52 pm,3/25/2019 2:37:53 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 2:07:49 pm,3/25/2019 2:07:50 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 1:37:46 pm,3/25/2019 1:37:47 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 1:07:49 pm,3/25/2019 1:07:50 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 12:37:46 pm,3/25/2019 12:37:47 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 12:07:48 pm,3/25/2019 12:07:49 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 11:37:45 am,3/25/2019 11:37:46 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 11:07:42 am,3/25/2019 11:07:43 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 10:37:44 am,3/25/2019 10:37:46 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/25/2019 10:07:41 am,3/25/2019 10:07:42 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 9:37:44 am,3/25/2019 9:37:45 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 9:07:41 am,3/25/2019 9:07:42 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 8:37:38 am,3/25/2019 8:37:39 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 8:07:41 am,3/25/2019 8:07:43 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/25/2019 7:37:39 am,3/25/2019 7:37:42 am,Completed,0:00:03,
Reconciliation for IBM PVU,3/25/2019 7:07:37 am,3/25/2019 7:07:38 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 6:37:35 am,3/25/2019 6:37:37 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/25/2019 6:07:41 am,3/25/2019 6:07:42 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 5:37:25 am,3/25/2019 5:37:26 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 5:07:19 am,3/25/2019 5:07:20 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 4:37:17 am,3/25/2019 4:37:18 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 4:06:53 am,3/25/2019 4:06:55 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/25/2019 3:36:35 am,3/25/2019 3:36:36 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 3:06:37 am,3/25/2019 3:06:38 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 2:36:34 am,3/25/2019 2:36:36 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/25/2019 2:06:31 am,3/25/2019 2:06:32 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 1:36:28 am,3/25/2019 1:36:30 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/25/2019 1:06:31 am,3/25/2019 1:06:32 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/25/2019 12:36:52 am,3/25/2019 12:37:43 am,Completed,0:00:51,
Reconciliation for IBM PVU,3/25/2019 12:06:14 am,3/25/2019 12:06:15 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 11:36:16 pm,3/24/2019 11:36:17 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 11:06:13 pm,3/24/2019 11:06:14 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 10:36:15 pm,3/24/2019 10:36:16 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 10:06:13 pm,3/24/2019 10:06:14 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 9:36:10 pm,3/24/2019 9:36:11 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 9:06:12 pm,3/24/2019 9:06:13 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 8:36:09 pm,3/24/2019 8:36:10 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 8:06:11 pm,3/24/2019 8:06:13 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/24/2019 7:36:08 pm,3/24/2019 7:36:09 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 7:06:05 pm,3/24/2019 7:06:06 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 6:36:08 pm,3/24/2019 6:36:09 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 6:06:07 pm,3/24/2019 6:06:08 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 5:36:07 pm,3/24/2019 5:36:08 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 5:06:05 pm,3/24/2019 5:06:06 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 4:36:02 pm,3/24/2019 4:36:03 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 4:06:08 pm,3/24/2019 4:06:09 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 3:36:01 pm,3/24/2019 3:36:03 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/24/2019 3:06:03 pm,3/24/2019 3:06:05 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/24/2019 2:36:01 pm,3/24/2019 2:36:02 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 2:06:01 pm,3/24/2019 2:06:02 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 1:36:00 pm,3/24/2019 1:36:02 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/24/2019 1:05:58 pm,3/24/2019 1:05:59 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 12:35:55 pm,3/24/2019 12:35:56 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 12:05:58 pm,3/24/2019 12:05:59 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 11:35:54 am,3/24/2019 11:35:55 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 11:05:57 am,3/24/2019 11:05:58 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 10:35:54 am,3/24/2019 10:35:55 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 10:05:51 am,3/24/2019 10:05:52 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 9:35:53 am,3/24/2019 9:35:55 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/24/2019 9:05:50 am,3/24/2019 9:05:51 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 8:35:53 am,3/24/2019 8:35:54 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 8:05:50 am,3/24/2019 8:05:51 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 7:35:47 am,3/24/2019 7:35:48 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 7:05:49 am,3/24/2019 7:05:50 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 6:35:47 am,3/24/2019 6:35:48 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 6:05:44 am,3/24/2019 6:05:46 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/24/2019 5:35:46 am,3/24/2019 5:35:47 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 5:05:46 am,3/24/2019 5:06:04 am,Completed,0:00:18,
Reconciliation for IBM PVU,3/24/2019 4:35:39 am,3/24/2019 4:35:58 am,Completed,0:00:19,
Reconciliation for IBM PVU,3/24/2019 4:05:41 am,3/24/2019 4:06:17 am,Completed,0:00:36,
Reconciliation for IBM PVU,3/24/2019 3:35:32 am,3/24/2019 3:36:07 am,Completed,0:00:35,
Reconciliation for IBM PVU,3/24/2019 3:04:54 am,3/24/2019 3:04:55 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 2:34:52 am,3/24/2019 2:34:53 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/24/2019 2:04:50 am,3/24/2019 2:04:53 am,Completed,0:00:03,
Reconciliation for IBM PVU,3/24/2019 1:34:51 am,3/24/2019 1:34:53 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/24/2019 1:04:49 am,3/24/2019 1:04:53 am,Completed,0:00:04,
Reconciliation for IBM PVU,3/24/2019 12:35:13 am,3/24/2019 12:35:50 am,Completed,0:00:37,
Reconciliation for IBM PVU,3/24/2019 12:04:33 am,3/24/2019 12:04:34 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/23/2019 11:34:35 pm,3/23/2019 11:34:36 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/23/2019 11:04:32 pm,3/23/2019 11:04:33 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/23/2019 10:34:29 pm,3/23/2019 10:34:30 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/23/2019 10:04:31 pm,3/23/2019 10:04:32 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/23/2019 9:34:29 pm,3/23/2019 9:34:30 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/23/2019 9:04:26 pm,3/23/2019 9:04:27 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/23/2019 8:34:28 pm,3/23/2019 8:34:29 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/23/2019 8:04:25 pm,3/23/2019 8:04:26 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/23/2019 7:34:23 pm,3/23/2019 7:34:24 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/23/2019 7:04:25 pm,3/23/2019 7:04:26 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/23/2019 6:34:22 pm,3/23/2019 6:34:23 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/23/2019 6:04:24 pm,3/23/2019 6:04:25 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/23/2019 5:34:22 pm,3/23/2019 5:34:22 pm,Completed,0:00:00,
Reconciliation for IBM PVU,3/23/2019 5:04:19 pm,3/23/2019 5:04:20 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/23/2019 4:34:21 pm,3/23/2019 4:34:22 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/23/2019 4:04:18 pm,3/23/2019 4:04:19 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/23/2019 3:34:15 pm,3/23/2019 3:34:16 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/23/2019 3:04:17 pm,3/23/2019 3:04:19 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/23/2019 2:34:15 pm,3/23/2019 2:34:16 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/23/2019 2:04:12 pm,3/23/2019 2:04:13 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/23/2019 1:34:14 pm,3/23/2019 1:34:15 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/23/2019 1:04:11 pm,3/23/2019 1:04:13 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/23/2019 12:34:08 pm,3/23/2019 12:34:10 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/23/2019 12:04:11 pm,3/23/2019 12:04:12 pm,Completed,0:00:01,
